train_loss	val_loss
0.002249239619454154	3.3433447418294524e-26
2.44308433311376e-28	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.04558856252348719	0.02646926332528543
0.06471795631628202	0.034716884212361444
0.077337375674427	0.05701090893661133
0.0813761842326009	0.04934653652587322
0.08056067014691147	0.03833251775364683
0.08184701933632395	0.03940085568512329
0.0792332814704658	0.053003759471455004
0.08496353573714717	0.0949556903405623
0.0758465664267942	0.12678853702364545
0.08136615061098916	0.10183738047125364
0.08050259507367179	0.07257481422087159
0.07876883516120929	0.21604747218315049
0.07753117291243526	0.13656762970818415
0.08014229321099778	0.08924067995764992
0.07729698275998133	0.13681496071695076
0.0726385499388296	0.18985453448211304
0.07314275619025473	0.13816873414648903
0.07687157311919805	0.17393780314561091
0.07369573542596294	0.14621228428200037
0.07365079488280979	0.0930749663349354
0.06869373392661264	0.2425054323492628
0.07238023926609685	0.11606734167746824
0.07324519641492695	0.10012039967408085
0.07380380865176682	0.34869830126714224
0.07438112439107802	1.30202770714808
0.079076905999683	0.11150455548606737
0.07518770710211672	0.16602276045114103
0.07208188557402984	0.1122526432679157
0.07751989969128792	0.07489181811159307
0.07635037750945535	0.17312850252245413
0.07080085430793492	1.6063196468232859
0.07863851994614751	0.0981973819660418
0.08018830832104655	0.27083564009329286
0.07745237748981997	0.050403142167311725
0.07720328365612286	0.2993983791332052
0.07588053357255761	0.5441052095456557
0.08173676539480917	0.5490509156325851
0.08027887486960761	0.25992916278315314
0.08200092601646969	0.6271406982884262
0.07656371094606537	0.4395480435303967
0.08200228473875754	0.20079703029960091
0.08349420603974654	0.21963482883692992
0.08429077016642154	0.3160805859951058
0.07853373111343956	0.23346433091645288
0.08427991026639566	0.19807343410723138
0.07936896941881286	0.6631466783658423
0.08406915896239167	0.12879040156199476
0.08520793120140766	0.26631578309367404
0.0877588219280932	0.14362513230304524
0.0836704403992016	1.1930474897827765
0.08415678207287632	0.772448856014796
0.0805600240754027	0.1406458904646864
0.0849611365706365	0.24533991076127448
0.088881842387263	1.1328864750235972
0.0798522037053482	0.4932022921966784
0.10132929916754486	0.5872388472460737
0.08698694318890259	0.4464273982577854
0.08884052064423781	0.213302328520351
0.08759667629366051	0.16519850311857281
0.08795321908904712	0.45534238755100903
0.08519088225565973	0.37078168675905526
0.08104813644045805	0.4761540504417034
0.08502627208557217	0.3818497480768146
0.08137879270254873	0.36706920475369753
0.08501748313802346	2.4495700985494286
0.09628816861931462	0.49400373286370075
0.08793427462887195	0.14295171228322115
0.08964838052106378	0.3834347500192999
0.09736526782416338	0.5373796424480399
0.08718254444724063	0.27294222342245505
0.09404456936287288	1.4863672090299203
0.0902126542116553	0.5753977770757194
0.08737330861362652	0.4646019120409031
0.08359644759180722	0.48638963819754244
0.08474580295206204	0.15286870348935175
0.08339282107182741	2.01860119935238
0.09057780787343164	0.2124582119060285
0.092102412833686	0.24301106182463242
0.08811870420732434	0.6482555380975357
0.08415170581886887	0.2697506409401845
0.09506852019578683	0.35789180051798775
0.09421256527842484	0.5216373899970391
0.09707344696484017	0.6312354841015556
0.09334117720868758	0.792300761739413
0.08934868813217973	0.13087286557061503
0.08989712548158031	0.6875234125840544
0.10082516015791203	0.8660289064200237
0.09555836489713265	0.3306607514619827
0.0858770926642674	0.971792896889677
0.09046777398086478	0.28302455980970403
0.08792869772553161	2.1768236494726603
0.09292970272996563	0.8689971785653722
0.0998037909400088	0.31449824387979025
0.08899384158192034	0.3238904750708378
0.0882990923161749	0.45331297797536607
0.08464244634715139	0.4769082381041965
0.07887960125546681	0.6181544384872071
0.09358200996805252	0.1790860087733076
0.08876074278901412	2.318142287418096
0.08421469787657967	2.687095214622189
0.09090708170434621	0.6269293409706366
0.08565747297381854	0.33135504975463403
0.0809336325889508	0.43618463946111274
0.08322999174264065	0.5138735591763198
0.0799541549964859	1.4523285510714607
0.0848344564917078	0.9535747165631766
0.08654549914054303	1.1033309481360696
0.08456929115501997	1.0207387591853285
0.08199302825169034	0.8220710359438501
0.09025788712472867	0.3759549239669183
0.0812897014164018	1.5877651125493675
0.08539396063734622	0.962824134152345
0.09103138512901872	0.5137165037068454
0.09540894096529974	0.0954648015399774
0.09748294713601155	0.6043071648990265
0.09015338043565382	0.30034463246061344
0.08587433445365432	0.8155384750077219
0.09025250118822734	0.8088310807341277
0.09511262192192545	0.6529389990700616
0.08970671129754097	0.7247646059652771
0.08024094789983911	1.2450585765067976
0.09915782207144144	0.40747359461254545
0.09124042919952205	0.11657760372065534
0.09754634412398451	0.7388193702456927
0.08623374064013398	0.2671709173707047
0.09658279074061686	3.3045016454927847
0.08352870684462763	0.43430503865685127
0.09088915448104962	0.43413291368821655
0.08794234347413046	0.4006140330072605
0.09482972615236675	0.2824159835324143
0.08636717055752674	0.434034249035999
0.0879472485373935	0.7914622311715526
0.08155171349700492	0.6572424832468081
0.08950389654050982	0.5159321818688903
0.08945572703045764	0.27546876036759577
0.08097980387645654	0.8549719569658992
0.08325070249242655	0.37820005841327436
0.09063134775537147	0.2146721576349904
0.07841474348401195	0.21782770822897102
0.08281808551640506	0.1698970605779176
0.08590575427038401	0.7347039999835419
0.08461545096703113	0.7066321978665362
0.08122791753868061	0.44764792931200276
0.09042683707703005	0.8147834312509407
0.08060234056305793	0.30486384980907344
0.07868143558721798	0.6811799070374532
0.0841566179507388	0.7677565083058193
